# dtype: synthetic 
# grid shape: (200,200) 
# x y z tf 

 -50000.00  -50000.00    -100.00     -44.77 
 -50000.00  -49497.49    -100.00     -50.28 
 -50000.00  -48994.97    -100.00     -50.05 
 -50000.00  -48492.46    -100.00     -51.37 
 -50000.00  -47989.95    -100.00     -46.56 
 -50000.00  -47487.44    -100.00     -54.36 
 -50000.00  -46984.92    -100.00     -44.35 
 -50000.00  -46482.41    -100.00     -50.52 
 -50000.00  -45979.90    -100.00     -47.83 
 -50000.00  -45477.39    -100.00     -49.22 
 -50000.00  -44974.87    -100.00     -44.97 
 -50000.00  -44472.36    -100.00     -53.66 
 -50000.00  -43969.85    -100.00     -49.35 
 -50000.00  -43467.34    -100.00     -49.49 
 -50000.00  -42964.82    -100.00     -45.73 
 -50000.00  -42462.31    -100.00     -51.23 
 -50000.00  -41959.80    -100.00     -48.93 
 -50000.00  -41457.29    -100.00     -50.67 
 -50000.00  -40954.77    -100.00     -48.39 
 -50000.00  -40452.26    -100.00     -47.04 
 -50000.00  -39949.75    -100.00     -51.20 
 -50000.00  -39447.24    -100.00     -45.64 
 -50000.00  -38944.72    -100.00     -46.24 
 -50000.00  -38442.21    -100.00     -47.22 
 -50000.00  -37939.70    -100.00     -46.24 
 -50000.00  -37437.19    -100.00     -50.15 
 -50000.00  -36934.67    -100.00     -48.76 
 -50000.00  -36432.16    -100.00     -50.77 
 -50000.00  -35929.65    -100.00     -49.12 
 -50000.00  -35427.14    -100.00     -47.15 
 -50000.00  -34924.62    -100.00     -50.16 
 -50000.00  -34422.11    -100.00     -49.44 
 -50000.00  -33919.60    -100.00     -50.15 
 -50000.00  -33417.09    -100.00     -50.54 
 -50000.00  -32914.57    -100.00     -50.11 
 -50000.00  -32412.06    -100.00     -48.48 
 -50000.00  -31909.55    -100.00     -51.21 
 -50000.00  -31407.04    -100.00     -47.87 
 -50000.00  -30904.52    -100.00     -44.34 
 -50000.00  -30402.01    -100.00     -46.61 
 -50000.00  -29899.50    -100.00     -48.91 
 -50000.00  -29396.98    -100.00     -50.63 
 -50000.00  -28894.47    -100.00     -50.28 
 -50000.00  -28391.96    -100.00     -44.24 
 -50000.00  -27889.45    -100.00     -48.29 
 -50000.00  -27386.93    -100.00     -49.99 
 -50000.00  -26884.42    -100.00     -47.94 
 -50000.00  -26381.91    -100.00     -43.21 
 -50000.00  -25879.40    -100.00     -48.10 
 -50000.00  -25376.88    -100.00     -46.86 
 -50000.00  -24874.37    -100.00     -47.63 
 -50000.00  -24371.86    -100.00     -49.24 
 -50000.00  -23869.35    -100.00     -51.18 
 -50000.00  -23366.83    -100.00     -49.21 
 -50000.00  -22864.32    -100.00     -48.85 
 -50000.00  -22361.81    -100.00     -46.87 
 -50000.00  -21859.30    -100.00     -46.24 
 -50000.00  -21356.78    -100.00     -46.00 
 -50000.00  -20854.27    -100.00     -47.58 
 -50000.00  -20351.76    -100.00     -46.08 
 -50000.00  -19849.25    -100.00     -50.12 
 -50000.00  -19346.73    -100.00     -45.14 
 -50000.00  -18844.22    -100.00     -46.96 
 -50000.00  -18341.71    -100.00     -48.94 
 -50000.00  -17839.20    -100.00     -46.98 
 -50000.00  -17336.68    -100.00     -48.36 
 -50000.00  -16834.17    -100.00     -45.36 
 -50000.00  -16331.66    -100.00     -44.38 
 -50000.00  -15829.15    -100.00     -42.72 
 -50000.00  -15326.63    -100.00     -51.55 
 -50000.00  -14824.12    -100.00     -51.65 
 -50000.00  -14321.61    -100.00     -49.31 
 -50000.00  -13819.10    -100.00     -47.65 
 -50000.00  -13316.58    -100.00     -45.86 
 -50000.00  -12814.07    -100.00     -47.22 
 -50000.00  -12311.56    -100.00     -52.98 
 -50000.00  -11809.05    -100.00     -48.72 
 -50000.00  -11306.53    -100.00     -45.90 
 -50000.00  -10804.02    -100.00     -47.35 
 -50000.00  -10301.51    -100.00     -46.02 
 -50000.00   -9798.99    -100.00     -48.43 
 -50000.00   -9296.48    -100.00     -48.36 
